REF_AREA,TIME_PERIOD,OBS_VALUE,Code,Trimestre
D03,1996-Q1,10.9,03,T1_1996
D03,1995-Q4,10.5,03,T4_1995
D03,1995-Q3,10.2,03,T3_1995
D03,1995-Q2,10.4,03,T2_1995
D03,1995-Q1,10.7,03,T1_1995
D03,1994-Q4,11.0,03,T4_1994
D03,1994-Q3,11.3,03,T3_1994
D03,1994-Q2,11.5,03,T2_1994
D03,1994-Q1,11.4,03,T1_1994
D03,1993-Q4,11.2,03,T4_1993
D03,1993-Q3,10.8,03,T3_1993
D03,1993-Q2,10.5,03,T2_1993
D03,1993-Q1,10.3,03,T1_1993
D03,1992-Q4,10.5,03,T4_1992
D03,1992-Q3,10.5,03,T3_1992
D03,1992-Q2,10.6,03,T2_1992
D03,1992-Q1,10.8,03,T1_1992
D03,1991-Q4,10.6,03,T4_1991
D03,1991-Q3,10.5,03,T3_1991
D03,1991-Q2,10.4,03,T2_1991
D03,1991-Q1,10.3,03,T1_1991
D03,1990-Q4,10.3,03,T4_1990
D03,1990-Q3,10.3,03,T3_1990
D03,1990-Q2,10.3,03,T2_1990
D03,1990-Q1,10.1,03,T1_1990
D03,1989-Q4,9.9,03,T4_1989
D03,1989-Q3,10.0,03,T3_1989
D03,1989-Q2,10.1,03,T2_1989
D03,1989-Q1,10.2,03,T1_1989
D03,1988-Q4,10.4,03,T4_1988
D03,1988-Q3,10.6,03,T3_1988
D03,1988-Q2,10.6,03,T2_1988
D03,1988-Q1,10.7,03,T1_1988
D03,1987-Q4,10.7,03,T4_1987
D03,1987-Q3,10.7,03,T3_1987
D03,1987-Q2,11.1,03,T2_1987
D03,1987-Q1,11.3,03,T1_1987
D03,1986-Q4,11.0,03,T4_1986
D03,1986-Q3,10.8,03,T3_1986
D03,1986-Q2,10.8,03,T2_1986
D03,1986-Q1,10.5,03,T1_1986
D03,1985-Q4,10.7,03,T4_1985
D03,1985-Q3,10.7,03,T3_1985
D03,1985-Q2,10.4,03,T2_1985
D03,1985-Q1,10.6,03,T1_1985
D03,1984-Q4,10.7,03,T4_1984
D03,1984-Q3,10.6,03,T3_1984
D03,1984-Q2,10.2,03,T2_1984
D03,1984-Q1,9.3,03,T1_1984
D03,1983-Q4,8.4,03,T4_1983
D03,1983-Q3,7.8,03,T3_1983
D03,1983-Q2,7.7,03,T2_1983
D03,1983-Q1,7.7,03,T1_1983
D03,1982-Q4,7.7,03,T4_1982
D03,1982-Q3,7.7,03,T3_1982
D03,1982-Q2,7.5,03,T2_1982
D03,1982-Q1,7.3,03,T1_1982
D04,2024-Q3,8.0,04,T3_2024
D04,2024-Q2,8.0,04,T2_2024
D04,2024-Q1,8.1,04,T1_2024
D04,2023-Q4,8.2,04,T4_2023
D04,2023-Q3,8.3,04,T3_2023
D04,2023-Q2,8.1,04,T2_2023
D04,2023-Q1,8.0,04,T1_2023
D04,2022-Q4,8.1,04,T4_2022
D04,2022-Q3,8.2,04,T3_2022
D04,2022-Q2,8.4,04,T2_2022
D04,2022-Q1,8.3,04,T1_2022
D04,2021-Q4,8.3,04,T4_2021
D04,2021-Q3,8.7,04,T3_2021
D04,2021-Q2,9.2,04,T2_2021
D04,2021-Q1,9.2,04,T1_2021
D04,2020-Q4,8.9,04,T4_2020
D04,2020-Q3,10.1,04,T3_2020
D04,2020-Q2,8.5,04,T2_2020
D04,2020-Q1,8.9,04,T1_2020
D04,2019-Q4,9.3,04,T4_2019
D04,2019-Q3,9.7,04,T3_2019
D04,2019-Q2,9.9,04,T2_2019
D04,2019-Q1,10.2,04,T1_2019
D04,2018-Q4,10.2,04,T4_2018
D04,2018-Q3,10.3,04,T3_2018
D04,2018-Q2,10.5,04,T2_2018
D04,2018-Q1,10.7,04,T1_2018
D04,2017-Q4,10.4,04,T4_2017
D04,2017-Q3,10.9,04,T3_2017
D04,2017-Q2,10.8,04,T2_2017
D04,2017-Q1,10.7,04,T1_2017
D04,2016-Q4,11.2,04,T4_2016
D04,2016-Q3,10.9,04,T3_2016
D04,2016-Q2,10.9,04,T2_2016
D04,2016-Q1,11.2,04,T1_2016
D04,2015-Q4,11.2,04,T4_2015
D04,2015-Q3,11.3,04,T3_2015
D04,2015-Q2,11.5,04,T2_2015
D04,2015-Q1,11.3,04,T1_2015
D04,2014-Q4,11.5,04,T4_2014
D04,2014-Q3,11.3,04,T3_2014
D04,2014-Q2,11.1,04,T2_2014
D04,2014-Q1,11.0,04,T1_2014
D04,2013-Q4,11.2,04,T4_2013
D04,2013-Q3,11.1,04,T3_2013
D04,2013-Q2,11.2,04,T2_2013
D04,2013-Q1,11.1,04,T1_2013
D04,2012-Q4,11.1,04,T4_2012
D04,2012-Q3,10.6,04,T3_2012
D04,2012-Q2,10.5,04,T2_2012
D04,2012-Q1,10.2,04,T1_2012
D04,2011-Q4,10.2,04,T4_2011
D04,2011-Q3,10.1,04,T3_2011
D04,2011-Q2,9.7,04,T2_2011
D04,2011-Q1,9.6,04,T1_2011
D04,2010-Q4,9.6,04,T4_2010
D04,2010-Q3,9.6,04,T3_2010
D04,2010-Q2,9.6,04,T2_2010
D04,2010-Q1,9.7,04,T1_2010
D04,2009-Q4,9.9,04,T4_2009
D04,2009-Q3,9.6,04,T3_2009
D04,2009-Q2,9.5,04,T2_2009
D04,2009-Q1,9.2,04,T1_2009
D04,2008-Q4,8.6,04,T4_2008
D04,2008-Q3,8.2,04,T3_2008
D04,2008-Q2,8.2,04,T2_2008
D04,2008-Q1,7.8,04,T1_2008
D04,2007-Q4,8.2,04,T4_2007
D04,2007-Q3,8.7,04,T3_2007
D04,2007-Q2,8.8,04,T2_2007
D04,2007-Q1,8.9,04,T1_2007
D04,2006-Q4,8.7,04,T4_2006
D04,2006-Q3,9.1,04,T3_2006
D04,2006-Q2,9.2,04,T2_2006
D04,2006-Q1,9.4,04,T1_2006
D04,2005-Q4,9.3,04,T4_2005
D04,2005-Q3,9.1,04,T3_2005
D04,2005-Q2,8.9,04,T2_2005
D04,2005-Q1,8.8,04,T1_2005
D04,2004-Q4,9.0,04,T4_2004
D04,2004-Q3,9.0,04,T3_2004
D04,2004-Q2,8.5,04,T2_2004
D04,2004-Q1,8.8,04,T1_2004
D04,2003-Q4,8.7,04,T4_2003
D04,2003-Q3,8.6,04,T3_2003
D04,2003-Q2,8.8,04,T2_2003
D04,2003-Q1,8.7,04,T1_2003
D04,2002-Q4,8.5,04,T4_2002
D04,2002-Q3,8.6,04,T3_2002
D04,2002-Q2,8.6,04,T2_2002
D04,2002-Q1,8.7,04,T1_2002
D04,2001-Q4,8.8,04,T4_2001
D04,2001-Q3,8.9,04,T3_2001
D04,2001-Q2,8.9,04,T2_2001
D04,2001-Q1,8.9,04,T1_2001
D04,2000-Q4,9.0,04,T4_2000
D04,2000-Q3,9.3,04,T3_2000
D04,2000-Q2,9.6,04,T2_2000
D04,2000-Q1,9.9,04,T1_2000
D04,1999-Q4,10.1,04,T4_1999
D04,1999-Q3,10.3,04,T3_1999
D04,1999-Q2,10.5,04,T2_1999
D04,1999-Q1,10.6,04,T1_1999
D04,1998-Q4,10.5,04,T4_1998
D04,1998-Q3,10.4,04,T3_1998
D04,1998-Q2,10.4,04,T2_1998
D04,1998-Q1,10.4,04,T1_1998
D04,1997-Q4,10.5,04,T4_1997
D04,1997-Q3,10.5,04,T3_1997
D04,1997-Q2,10.3,04,T2_1997
D04,1997-Q1,10.1,04,T1_1997
D04,1996-Q4,10.0,04,T4_1996
D04,1996-Q3,9.9,04,T3_1996
D04,1996-Q2,9.7,04,T2_1996
D04,1996-Q1,9.5,04,T1_1996
D04,1995-Q4,9.2,04,T4_1995
D04,1995-Q3,8.9,04,T3_1995
D04,1995-Q2,9.0,04,T2_1995
D04,1995-Q1,9.4,04,T1_1995
D04,1994-Q4,9.6,04,T4_1994
D04,1994-Q3,9.7,04,T3_1994
D04,1994-Q2,9.7,04,T2_1994
D04,1994-Q1,9.5,04,T1_1994
D04,1993-Q4,9.4,04,T4_1993
D04,1993-Q3,9.3,04,T3_1993
D04,1993-Q2,9.2,04,T2_1993
D04,1993-Q1,9.0,04,T1_1993
D04,1992-Q4,8.7,04,T4_1992
D04,1992-Q3,8.5,04,T3_1992
D04,1992-Q2,8.4,04,T2_1992
D04,1992-Q1,8.2,04,T1_1992
D04,1991-Q4,7.7,04,T4_1991
D04,1991-Q3,7.4,04,T3_1991
D04,1991-Q2,7.1,04,T2_1991
D04,1991-Q1,7.1,04,T1_1991
D04,1990-Q4,7.3,04,T4_1990
D04,1990-Q3,7.3,04,T3_1990
D04,1990-Q2,7.2,04,T2_1990
D04,1990-Q1,7.0,04,T1_1990
D04,1989-Q4,6.7,04,T4_1989
D04,1989-Q3,6.6,04,T3_1989
D04,1989-Q2,6.7,04,T2_1989
D04,1989-Q1,6.8,04,T1_1989
D04,1988-Q4,6.8,04,T4_1988
D04,1988-Q3,6.9,04,T3_1988
D04,1988-Q2,6.9,04,T2_1988
D04,1988-Q1,7.0,04,T1_1988
D04,1987-Q4,7.0,04,T4_1987
D04,1987-Q3,7.0,04,T3_1987
D04,1987-Q2,7.1,04,T2_1987
D04,1987-Q1,7.4,04,T1_1987
D04,1986-Q4,7.5,04,T4_1986
D04,1986-Q3,7.6,04,T3_1986
D04,1986-Q2,7.5,04,T2_1986
D04,1986-Q1,7.3,04,T1_1986
D04,1985-Q4,7.4,04,T4_1985
D04,1985-Q3,7.6,04,T3_1985
D04,1985-Q2,7.7,04,T2_1985
D04,1985-Q1,7.7,04,T1_1985
D04,1984-Q4,7.5,04,T4_1984
D04,1984-Q3,7.2,04,T3_1984
D04,1984-Q2,6.9,04,T2_1984
D04,1984-Q1,6.8,04,T1_1984
D04,1983-Q4,6.6,04,T4_1983
D04,1983-Q3,6.3,04,T3_1983
D04,1983-Q2,6.1,04,T2_1983
D04,1983-Q1,6.1,04,T1_1983
D04,1982-Q4,6.0,04,T4_1982
D04,1982-Q3,5.8,04,T3_1982
D04,1982-Q2,5.6,04,T2_1982
D04,1982-Q1,5.5,04,T1_1982
D05,2024-Q3,6.2,05,T3_2024
D05,2024-Q2,6.2,05,T2_2024
D05,2024-Q1,6.5,05,T1_2024
D05,2023-Q4,6.6,05,T4_2023
D05,2023-Q3,6.6,05,T3_2023
D05,2023-Q2,6.5,05,T2_2023
D05,2023-Q1,6.5,05,T1_2023
D05,2022-Q4,6.6,05,T4_2022
D05,2022-Q3,6.7,05,T3_2022
D05,2022-Q2,6.8,05,T2_2022
D05,2022-Q1,6.9,05,T1_2022
D05,2021-Q4,6.9,05,T4_2021
D05,2021-Q3,7.3,05,T3_2021
D05,2021-Q2,8.0,05,T2_2021
D05,2021-Q1,9.5,05,T1_2021
D05,2020-Q4,7.8,05,T4_2020
D05,2020-Q3,8.5,05,T3_2020
D05,2020-Q2,7.1,05,T2_2020
D05,2020-Q1,7.3,05,T1_2020
D05,2019-Q4,7.8,05,T4_2019
D05,2019-Q3,7.9,05,T3_2019
D05,2019-Q2,8.0,05,T2_2019
D05,2019-Q1,8.2,05,T1_2019
D05,2018-Q4,8.3,05,T4_2018
D05,2018-Q3,8.5,05,T3_2018
D05,2018-Q2,8.5,05,T2_2018
D05,2018-Q1,8.5,05,T1_2018
D05,2017-Q4,8.4,05,T4_2017
D05,2017-Q3,8.7,05,T3_2017
D05,2017-Q2,8.7,05,T2_2017
D05,2017-Q1,8.9,05,T1_2017
D05,2016-Q4,9.3,05,T4_2016
D05,2016-Q3,9.1,05,T3_2016
D05,2016-Q2,9.2,05,T2_2016
D05,2016-Q1,9.4,05,T1_2016
D05,2015-Q4,9.4,05,T4_2015
D05,2015-Q3,9.5,05,T3_2015
D05,2015-Q2,9.6,05,T2_2015
D05,2015-Q1,9.3,05,T1_2015
D05,2014-Q4,9.3,05,T4_2014
D05,2014-Q3,9.3,05,T3_2014
D05,2014-Q2,9.2,05,T2_2014
D05,2014-Q1,9.1,05,T1_2014
D05,2013-Q4,9.1,05,T4_2013
D05,2013-Q3,9.3,05,T3_2013
D05,2013-Q2,9.4,05,T2_2013
D05,2013-Q1,9.2,05,T1_2013
D05,2012-Q4,8.9,05,T4_2012
D05,2012-Q3,8.6,05,T3_2012
D05,2012-Q2,8.5,05,T2_2012
D05,2012-Q1,8.3,05,T1_2012
D05,2011-Q4,8.3,05,T4_2011
D05,2011-Q3,8.1,05,T3_2011
D05,2011-Q2,7.8,05,T2_2011
D05,2011-Q1,7.9,05,T1_2011
D05,2010-Q4,7.8,05,T4_2010
D05,2010-Q3,7.8,05,T3_2010
D05,2010-Q2,7.5,05,T2_2010
D05,2010-Q1,7.5,05,T1_2010
D05,2009-Q4,7.8,05,T4_2009
D05,2009-Q3,7.5,05,T3_2009
D05,2009-Q2,7.6,05,T2_2009
D05,2009-Q1,7.3,05,T1_2009
D05,2008-Q4,6.9,05,T4_2008
D05,2008-Q3,6.6,05,T3_2008
D05,2008-Q2,6.6,05,T2_2008
D05,2008-Q1,6.4,05,T1_2008
D05,2007-Q4,6.9,05,T4_2007
D05,2007-Q3,7.2,05,T3_2007
D05,2007-Q2,7.3,05,T2_2007
D05,2007-Q1,7.4,05,T1_2007
D05,2006-Q4,7.1,05,T4_2006
D05,2006-Q3,7.5,05,T3_2006
D05,2006-Q2,7.4,05,T2_2006
D05,2006-Q1,7.6,05,T1_2006
D05,2005-Q4,7.6,05,T4_2005
D05,2005-Q3,7.6,05,T3_2005
D05,2005-Q2,7.4,05,T2_2005
D05,2005-Q1,7.2,05,T1_2005
D05,2004-Q4,7.4,05,T4_2004
D05,2004-Q3,7.3,05,T3_2004
D05,2004-Q2,7.3,05,T2_2004
D05,2004-Q1,7.4,05,T1_2004
D05,2003-Q4,7.3,05,T4_2003
D05,2003-Q3,6.8,05,T3_2003
D05,2003-Q2,6.9,05,T2_2003
D05,2003-Q1,7.0,05,T1_2003
D05,2002-Q4,6.6,05,T4_2002
D05,2002-Q3,6.8,05,T3_2002
D05,2002-Q2,6.9,05,T2_2002
D05,2002-Q1,7.0,05,T1_2002
D05,2001-Q4,7.1,05,T4_2001
D05,2001-Q3,7.2,05,T3_2001
D05,2001-Q2,7.1,05,T2_2001
D05,2001-Q1,6.8,05,T1_2001
D05,2000-Q4,7.0,05,T4_2000
D05,2000-Q3,6.8,05,T3_2000
D05,2000-Q2,7.1,05,T2_2000
D05,2000-Q1,7.8,05,T1_2000
D05,1999-Q4,8.0,05,T4_1999
D05,1999-Q3,8.4,05,T3_1999
D05,1999-Q2,8.7,05,T2_1999
D05,1999-Q1,9.1,05,T1_1999
D05,1998-Q4,9.0,05,T4_1998
D05,1998-Q3,8.8,05,T3_1998
D05,1998-Q2,8.7,05,T2_1998
D05,1998-Q1,8.6,05,T1_1998
D05,1997-Q4,8.6,05,T4_1997
D05,1997-Q3,8.6,05,T3_1997
D05,1997-Q2,8.5,05,T2_1997
D05,1997-Q1,8.2,05,T1_1997
D05,1996-Q4,8.0,05,T4_1996
D05,1996-Q3,8.0,05,T3_1996
D05,1996-Q2,8.0,05,T2_1996
D05,1996-Q1,7.7,05,T1_1996
D05,1995-Q4,7.4,05,T4_1995
D05,1995-Q3,7.3,05,T3_1995
D05,1995-Q2,7.2,05,T2_1995
D05,1995-Q1,7.5,05,T1_1995
D05,1994-Q4,7.8,05,T4_1994
D05,1994-Q3,7.8,05,T3_1994
D05,1994-Q2,7.8,05,T2_1994
D05,1994-Q1,7.8,05,T1_1994
D05,1993-Q4,7.7,05,T4_1993
D05,1993-Q3,7.6,05,T3_1993
D05,1993-Q2,7.4,05,T2_1993
D05,1993-Q1,7.3,05,T1_1993
D05,1992-Q4,7.1,05,T4_1992
D05,1992-Q3,7.1,05,T3_1992
D05,1992-Q2,7.2,05,T2_1992
D05,1992-Q1,7.0,05,T1_1992
D05,1991-Q4,6.6,05,T4_1991
D05,1991-Q3,6.4,05,T3_1991
D05,1991-Q2,6.1,05,T2_1991
D05,1991-Q1,5.8,05,T1_1991
D05,1990-Q4,5.9,05,T4_1990
D05,1990-Q3,6.0,05,T3_1990
D05,1990-Q2,6.2,05,T2_1990
D05,1990-Q1,6.6,05,T1_1990
D05,1989-Q4,6.7,05,T4_1989
D05,1989-Q3,6.7,05,T3_1989
D05,1989-Q2,6.8,05,T2_1989
D05,1989-Q1,6.7,05,T1_1989
D05,1988-Q4,6.6,05,T4_1988
D05,1988-Q3,6.6,05,T3_1988
D05,1988-Q2,6.6,05,T2_1988
D05,1988-Q1,6.7,05,T1_1988
D05,1987-Q4,6.6,05,T4_1987
D05,1987-Q3,6.6,05,T3_1987
D05,1987-Q2,6.7,05,T2_1987
D05,1987-Q1,6.9,05,T1_1987
D05,1986-Q4,6.9,05,T4_1986
D05,1986-Q3,6.9,05,T3_1986
D05,1986-Q2,6.8,05,T2_1986
D05,1986-Q1,6.5,05,T1_1986
D05,1985-Q4,6.6,05,T4_1985
D05,1985-Q3,6.7,05,T3_1985
D05,1985-Q2,6.8,05,T2_1985
D05,1985-Q1,6.8,05,T1_1985
D05,1984-Q4,6.8,05,T4_1984
D05,1984-Q3,6.8,05,T3_1984
D05,1984-Q2,6.7,05,T2_1984
D05,1984-Q1,6.7,05,T1_1984
D05,1983-Q4,6.4,05,T4_1983
D05,1983-Q3,6.0,05,T3_1983
D05,1983-Q2,5.8,05,T2_1983
D05,1983-Q1,5.7,05,T1_1983
D05,1982-Q4,5.3,05,T4_1982
D05,1982-Q3,5.0,05,T3_1982
D05,1982-Q2,4.9,05,T2_1982
D05,1982-Q1,4.9,05,T1_1982
D06,2024-Q3,6.7,06,T3_2024
D06,2024-Q2,6.7,06,T2_2024
D06,2024-Q1,7.1,06,T1_2024
D06,2023-Q4,7.2,06,T4_2023
D06,2023-Q3,7.1,06,T3_2023
D06,2023-Q2,7.0,06,T2_2023
D06,2023-Q1,7.0,06,T1_2023
D06,2022-Q4,7.1,06,T4_2022
D06,2022-Q3,7.3,06,T3_2022
D06,2022-Q2,7.5,06,T2_2022
D06,2022-Q1,7.6,06,T1_2022
D06,2021-Q4,7.8,06,T4_2021
D06,2021-Q3,8.5,06,T3_2021
D06,2021-Q2,8.9,06,T2_2021
D06,2021-Q1,9.0,06,T1_2021
D06,2020-Q4,9.0,06,T4_2020
D06,2020-Q3,10.0,06,T3_2020
D06,2020-Q2,8.0,06,T2_2020
D06,2020-Q1,8.2,06,T1_2020
D06,2019-Q4,8.4,06,T4_2019
D06,2019-Q3,8.6,06,T3_2019
D06,2019-Q2,8.7,06,T2_2019
D06,2019-Q1,9.2,06,T1_2019
D06,2018-Q4,9.1,06,T4_2018
D06,2018-Q3,9.2,06,T3_2018
D06,2018-Q2,9.4,06,T2_2018
D06,2018-Q1,9.7,06,T1_2018
D06,2017-Q4,9.5,06,T4_2017
D06,2017-Q3,9.9,06,T3_2017
D06,2017-Q2,9.9,06,T2_2017
D06,2017-Q1,10.0,06,T1_2017
D06,2016-Q4,10.5,06,T4_2016
D06,2016-Q3,10.1,06,T3_2016
D06,2016-Q2,10.3,06,T2_2016
D06,2016-Q1,10.4,06,T1_2016
D06,2015-Q4,10.4,06,T4_2015
D06,2015-Q3,10.5,06,T3_2015
D06,2015-Q2,10.7,06,T2_2015
D06,2015-Q1,10.4,06,T1_2015
D06,2014-Q4,10.6,06,T4_2014
D06,2014-Q3,10.4,06,T3_2014
D06,2014-Q2,10.1,06,T2_2014
D06,2014-Q1,10.1,06,T1_2014
D06,2013-Q4,10.0,06,T4_2013
D06,2013-Q3,10.1,06,T3_2013
D06,2013-Q2,10.2,06,T2_2013
D06,2013-Q1,9.9,06,T1_2013
D06,2012-Q4,9.7,06,T4_2012
D06,2012-Q3,9.3,06,T3_2012
D06,2012-Q2,9.2,06,T2_2012
D06,2012-Q1,9.0,06,T1_2012
D06,2011-Q4,8.9,06,T4_2011
D06,2011-Q3,8.7,06,T3_2011
D06,2011-Q2,8.4,06,T2_2011
D06,2011-Q1,8.5,06,T1_2011
D06,2010-Q4,8.5,06,T4_2010
D06,2010-Q3,8.4,06,T3_2010
D06,2010-Q2,8.4,06,T2_2010
D06,2010-Q1,8.5,06,T1_2010
D06,2009-Q4,8.8,06,T4_2009
D06,2009-Q3,8.4,06,T3_2009
D06,2009-Q2,8.3,06,T2_2009
D06,2009-Q1,7.7,06,T1_2009
D06,2008-Q4,6.9,06,T4_2008
D06,2008-Q3,6.5,06,T3_2008
D06,2008-Q2,6.5,06,T2_2008
D06,2008-Q1,6.5,06,T1_2008
D06,2007-Q4,6.8,06,T4_2007
D06,2007-Q3,7.3,06,T3_2007
D06,2007-Q2,7.5,06,T2_2007
D06,2007-Q1,7.9,06,T1_2007
D06,2006-Q4,7.9,06,T4_2006
D06,2006-Q3,8.3,06,T3_2006
D06,2006-Q2,8.2,06,T2_2006
D06,2006-Q1,8.4,06,T1_2006
D06,2005-Q4,8.4,06,T4_2005
D06,2005-Q3,8.5,06,T3_2005
D06,2005-Q2,8.3,06,T2_2005
D06,2005-Q1,8.2,06,T1_2005
D06,2004-Q4,8.4,06,T4_2004
D06,2004-Q3,8.4,06,T3_2004
D06,2004-Q2,8.4,06,T2_2004
D06,2004-Q1,8.6,06,T1_2004
D06,2003-Q4,8.6,06,T4_2003
D06,2003-Q3,8.4,06,T3_2003
D06,2003-Q2,8.5,06,T2_2003
D06,2003-Q1,8.5,06,T1_2003
D06,2002-Q4,8.1,06,T4_2002
D06,2002-Q3,8.1,06,T3_2002
D06,2002-Q2,8.0,06,T2_2002
D06,2002-Q1,8.1,06,T1_2002
D06,2001-Q4,8.1,06,T4_2001
D06,2001-Q3,8.1,06,T3_2001
D06,2001-Q2,8.2,06,T2_2001
D06,2001-Q1,8.4,06,T1_2001
D06,2000-Q4,8.5,06,T4_2000
D06,2000-Q3,8.9,06,T3_2000
D06,2000-Q2,9.3,06,T2_2000
D06,2000-Q1,9.7,06,T1_2000
D06,1999-Q4,10.2,06,T4_1999
D06,1999-Q3,10.6,06,T3_1999
D06,1999-Q2,10.8,06,T2_1999
D06,1999-Q1,10.9,06,T1_1999
D06,1998-Q4,11.0,06,T4_1998
D06,1998-Q3,10.9,06,T3_1998
D06,1998-Q2,11.1,06,T2_1998
D06,1998-Q1,11.2,06,T1_1998
D06,1997-Q4,11.4,06,T4_1997
D06,1997-Q3,11.5,06,T3_1997
D06,1997-Q2,11.6,06,T2_1997
D06,1997-Q1,11.6,06,T1_1997
D06,1996-Q4,11.5,06,T4_1996
D06,1996-Q3,11.6,06,T3_1996
D06,1996-Q2,11.6,06,T2_1996
D06,1996-Q1,11.3,06,T1_1996
D06,1995-Q4,11.0,06,T4_1995
D06,1995-Q3,10.9,06,T3_1995
D06,1995-Q2,10.9,06,T2_1995
D06,1995-Q1,11.1,06,T1_1995
D06,1994-Q4,11.2,06,T4_1994
D06,1994-Q3,11.3,06,T3_1994
D06,1994-Q2,11.4,06,T2_1994
D06,1994-Q1,11.5,06,T1_1994
D06,1993-Q4,11.3,06,T4_1993
D06,1993-Q3,10.8,06,T3_1993
D06,1993-Q2,10.4,06,T2_1993
D06,1993-Q1,10.1,06,T1_1993
D06,1992-Q4,9.7,06,T4_1992
D06,1992-Q3,9.4,06,T3_1992
D06,1992-Q2,9.1,06,T2_1992
D06,1992-Q1,8.9,06,T1_1992
D06,1991-Q4,8.6,06,T4_1991
D06,1991-Q3,8.4,06,T3_1991
D06,1991-Q2,8.2,06,T2_1991
D06,1991-Q1,7.9,06,T1_1991
D06,1990-Q4,7.7,06,T4_1990
D06,1990-Q3,7.6,06,T3_1990
D06,1990-Q2,7.7,06,T2_1990
D06,1990-Q1,7.5,06,T1_1990
D06,1989-Q4,7.3,06,T4_1989
D06,1989-Q3,7.4,06,T3_1989
D06,1989-Q2,7.5,06,T2_1989
D06,1989-Q1,7.7,06,T1_1989
D06,1988-Q4,8.0,06,T4_1988
D06,1988-Q3,8.2,06,T3_1988
D06,1988-Q2,8.3,06,T2_1988
D06,1988-Q1,8.4,06,T1_1988
D06,1987-Q4,8.6,06,T4_1987
D06,1987-Q3,8.6,06,T3_1987
D06,1987-Q2,8.7,06,T2_1987
D06,1987-Q1,8.9,06,T1_1987
D06,1986-Q4,9.0,06,T4_1986
D06,1986-Q3,9.1,06,T3_1986
D06,1986-Q2,9.2,06,T2_1986
D06,1986-Q1,9.3,06,T1_1986
D06,1985-Q4,9.7,06,T4_1985
D06,1985-Q3,9.8,06,T3_1985
D06,1985-Q2,9.8,06,T2_1985
D06,1985-Q1,9.8,06,T1_1985
D06,1984-Q4,9.6,06,T4_1984
D06,1984-Q3,9.4,06,T3_1984
D06,1984-Q2,9.8,06,T2_1984
D06,1984-Q1,10.2,06,T1_1984
D06,1983-Q4,9.7,06,T4_1983
D06,1983-Q3,9.4,06,T3_1983
D06,1983-Q2,9.3,06,T2_1983
D06,1983-Q1,9.1,06,T1_1983
D06,1982-Q4,9.2,06,T4_1982
D06,1982-Q3,9.1,06,T3_1982
D06,1982-Q2,8.7,06,T2_1982
D06,1982-Q1,8.5,06,T1_1982
D07,2024-Q3,7.8,07,T3_2024
D07,2024-Q2,7.8,07,T2_2024
D07,2024-Q1,8.0,07,T1_2024
D07,2023-Q4,8.1,07,T4_2023
D07,2023-Q3,8.1,07,T3_2023
D07,2023-Q2,7.8,07,T2_2023
D07,2023-Q1,7.8,07,T1_2023
D07,2022-Q4,7.8,07,T4_2022
D07,2022-Q3,8.0,07,T3_2022
D07,2022-Q2,8.2,07,T2_2022
D07,2022-Q1,8.2,07,T1_2022
D07,2021-Q4,8.2,07,T4_2021
D07,2021-Q3,8.7,07,T3_2021
D07,2021-Q2,8.8,07,T2_2021
D07,2021-Q1,8.9,07,T1_2021
D07,2020-Q4,8.6,07,T4_2020
D07,2020-Q3,9.7,07,T3_2020
D07,2020-Q2,7.9,07,T2_2020
D07,2020-Q1,8.7,07,T1_2020
D07,2019-Q4,8.9,07,T4_2019
D07,2019-Q3,9.0,07,T3_2019
D07,2019-Q2,9.0,07,T2_2019
D07,2019-Q1,9.5,07,T1_2019
D07,2018-Q4,9.5,07,T4_2018
D07,2018-Q3,9.7,07,T3_2018
D07,2018-Q2,9.8,07,T2_2018
D07,2018-Q1,10.1,07,T1_2018
D07,2017-Q4,9.8,07,T4_2017
D07,2017-Q3,10.1,07,T3_2017
D07,2017-Q2,10.1,07,T2_2017
D07,2017-Q1,10.3,07,T1_2017
D07,2016-Q4,10.6,07,T4_2016
D07,2016-Q3,10.5,07,T3_2016
D07,2016-Q2,10.7,07,T2_2016
D07,2016-Q1,10.7,07,T1_2016
D07,2015-Q4,10.7,07,T4_2015
D07,2015-Q3,10.8,07,T3_2015
D07,2015-Q2,10.8,07,T2_2015
D07,2015-Q1,10.5,07,T1_2015
D07,2014-Q4,10.6,07,T4_2014
D07,2014-Q3,10.4,07,T3_2014
D07,2014-Q2,10.4,07,T2_2014
D07,2014-Q1,10.4,07,T1_2014
D07,2013-Q4,10.3,07,T4_2013
D07,2013-Q3,10.6,07,T3_2013
D07,2013-Q2,10.8,07,T2_2013
D07,2013-Q1,10.7,07,T1_2013
D07,2012-Q4,10.5,07,T4_2012
D07,2012-Q3,10.0,07,T3_2012
D07,2012-Q2,10.0,07,T2_2012
D07,2012-Q1,9.6,07,T1_2012
D07,2011-Q4,9.6,07,T4_2011
D07,2011-Q3,9.3,07,T3_2011
D07,2011-Q2,9.0,07,T2_2011
D07,2011-Q1,9.1,07,T1_2011
D07,2010-Q4,9.2,07,T4_2010
D07,2010-Q3,9.2,07,T3_2010
D07,2010-Q2,9.3,07,T2_2010
D07,2010-Q1,9.4,07,T1_2010
D07,2009-Q4,9.8,07,T4_2009
D07,2009-Q3,9.0,07,T3_2009
D07,2009-Q2,9.5,07,T2_2009
D07,2009-Q1,9.1,07,T1_2009
D07,2008-Q4,8.4,07,T4_2008
